root_comment_id,root_emotion,total_replies,same_emotion_count,propagation_rate,reply_emotion_distribution
Ugxfnq0TpXbCEzlZ85Z4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwYVtMl2UkYX8jwj5h4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgxZCVuU9iSbqhQvEaR4AaABAg,joy,4,1,0.25,"{'neutral': 2, 'disgust': 1, 'joy': 1}"
Ugza1zGBKCb7VdA1IdR4AaABAg,disgust,1,0,0.0,{'neutral': 1}
Ugw9UQEQLizi03JrCVd4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwFcf3RGdqubgWL-rF4AaABAg,anger,1,0,0.0,{'surprise': 1}
UgxT0AldSn79PH9mG154AaABAg,anger,2,0,0.0,{'neutral': 2}
UgxYpt0-J9H9P_iJv-R4AaABAg,fear,2,0,0.0,{'surprise': 2}
UgwmOEWG_IKoTgHdRiZ4AaABAg,neutral,2,1,0.5,"{'neutral': 1, 'surprise': 1}"
UgyWjpreQWp3EpHyBcJ4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgyDiHsGmEdHsn32nzh4AaABAg,neutral,1,0,0.0,{'joy': 1}
UgzHdZSHHKA2kX0i89Z4AaABAg,neutral,214,96,0.4485981308411215,"{'neutral': 96, 'disgust': 19, 'anger': 48, 'joy': 7, 'surprise': 30, 'fear': 9, 'sadness': 5}"
UgyniKLQNzwD3mgpErl4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyOEviijfDzTuIBpAJ4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugwcc7_-0IZPKwucyB14AaABAg,anger,1,0,0.0,{'neutral': 1}
UgxuxTc85nYocl_5vKZ4AaABAg,neutral,2,1,0.5,"{'disgust': 1, 'neutral': 1}"
UgxRv2lpdbyGd3yrw2V4AaABAg,anger,58,21,0.3620689655172414,"{'neutral': 17, 'disgust': 9, 'anger': 21, 'fear': 4, 'joy': 1, 'surprise': 3, 'sadness': 3}"
UgyYebpRhvEzGGy1sed4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwJxA5IoZdKggUM3Fx4AaABAg,neutral,10,5,0.5,"{'neutral': 5, 'sadness': 1, 'fear': 2, 'anger': 1, 'surprise': 1}"
UgxWUXwft-YwQ3CNTst4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgxnM6v6gx30NwiFXcN4AaABAg,surprise,5,0,0.0,"{'anger': 2, 'neutral': 3}"
UgzOJXs6FHKZDJw400t4AaABAg,fear,2,0,0.0,{'neutral': 2}
UgzBt1zuzAHamUqROCx4AaABAg,surprise,4,0,0.0,"{'disgust': 2, 'neutral': 1, 'anger': 1}"
UgxY1U55bCaAy8IaCEd4AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgyB8s1JN_2enmBcJVp4AaABAg,surprise,1,0,0.0,{'fear': 1}
UgxrH51LwZ_RxBFkHSJ4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyJFRkEJvymNke1mR14AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzH3Ha8S9PuW2Q705t4AaABAg,neutral,1,0,0.0,{'surprise': 1}
Ugzu3LEHBOv98rCLta94AaABAg,neutral,1,0,0.0,{'disgust': 1}
UgxGz3Jjnb0giKqi6V14AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugy4yhqdud6zcxTsbCh4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugxn09bKKKUv12KdkhZ4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgybJl-Nv__m1lfYzAp4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzoQ1dH_BIhVuIrUsl4AaABAg,neutral,2,1,0.5,"{'neutral': 1, 'surprise': 1}"
Ugy2AaQqHofzutFqRo54AaABAg,fear,1,0,0.0,{'anger': 1}
UgyextVuvqgo5K4fCz54AaABAg,surprise,1,0,0.0,{'neutral': 1}
Ugy0Qz7hi70zgJJ4hoJ4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgxTauj3rKoPbo40ouF4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzMtV5A1V1bMXLAPnB4AaABAg,anger,1,0,0.0,{'disgust': 1}
UgxTT7rny_3dJ3kZSZF4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgxzB82JRtXHsNuBHMN4AaABAg,disgust,2,0,0.0,{'anger': 2}
UgxbsbnFyCClwp5grbt4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugw6At1FkSVFjI7qESt4AaABAg,sadness,1,0,0.0,{'anger': 1}
Ugx8QUidL2naKdrByTt4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgxYC8c6YdRhCuoK39F4AaABAg,disgust,1,0,0.0,{'neutral': 1}
Ugz93Ilm3XfV5OPHwoJ4AaABAg,neutral,2,0,0.0,"{'anger': 1, 'sadness': 1}"
UgxBcc8m53FvG7l9KT14AaABAg,anger,1,1,1.0,{'anger': 1}
UgzC2gRNpBH5NqinfR14AaABAg,fear,1,0,0.0,{'neutral': 1}
UgwMYwwH0aOf96ZyXo54AaABAg,anger,1,0,0.0,{'neutral': 1}
UgwPWwM93CQ-q_JN_e54AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzBdGqrCyHCWBqvAl94AaABAg,neutral,1,0,0.0,{'surprise': 1}
Ugy6PZvqOvGp9NfOYX54AaABAg,disgust,1,0,0.0,{'sadness': 1}
UgwDp0d4Fj3WqacXwOZ4AaABAg,anger,2,1,0.5,"{'anger': 1, 'disgust': 1}"
UgwHyVqwEUlbPClUYgJ4AaABAg,sadness,1,0,0.0,{'anger': 1}
UgyFGk9rzihwAB7BuCJ4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugy5MprXInD7HYLbHZp4AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgwiL0_ysuGAmDt66xx4AaABAg,anger,67,13,0.19402985074626866,"{'neutral': 39, 'anger': 13, 'surprise': 6, 'disgust': 7, 'fear': 1, 'joy': 1}"
UgzC3iJcD5fKmFJYfBZ4AaABAg,neutral,1,0,0.0,{'fear': 1}
UgwSqts-jfvlAFwFD_J4AaABAg,surprise,3,1,0.3333333333333333,"{'surprise': 1, 'neutral': 1, 'fear': 1}"
UgzBQE0jaPzH_EzLvA14AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugz7X5yWoOyco3bLg7l4AaABAg,disgust,2,0,0.0,"{'neutral': 1, 'anger': 1}"
UgyowvCWjKQJo6SsUDx4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugy1S-FH9aci53BjZIp4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyiIGItmBV3QU_3F254AaABAg,neutral,1,0,0.0,{'anger': 1}
UgxQkGSKnenGzr9oU7t4AaABAg,anger,1,0,0.0,{'fear': 1}
Ugw_k_DmX1JrmQ7IfTp4AaABAg,anger,4,0,0.0,"{'neutral': 2, 'joy': 1, 'surprise': 1}"
Ugxd8-VYEqXrs0RjEJ54AaABAg,anger,5,0,0.0,"{'surprise': 1, 'neutral': 2, 'disgust': 1, 'joy': 1}"
Ugzsclt29Hb1yTmzThB4AaABAg,joy,2,0,0.0,"{'neutral': 1, 'anger': 1}"
UgwHXHTEBXqi_sxKr-14AaABAg,neutral,1,0,0.0,{'anger': 1}
UgxNt2z5NssswbUeR654AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugzy2accBoQ9_0S8ogB4AaABAg,neutral,22,10,0.45454545454545453,"{'anger': 9, 'neutral': 10, 'disgust': 3}"
Ugy4XPajYqjjQNCSjMV4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugw4ib_mtxZpsBEg0X14AaABAg,disgust,1,0,0.0,{'neutral': 1}
UgxuwsyeVE2gd4dDBeZ4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwuYg0DNV2C-w77YOJ4AaABAg,neutral,3,2,0.6666666666666666,"{'surprise': 1, 'neutral': 2}"
UgyquU8_e2Sgv4ah4n14AaABAg,anger,2,0,0.0,{'neutral': 2}
UgxS_0pajaVzm6XjU6J4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzloMvaoXnckdZE55t4AaABAg,neutral,5,3,0.6,"{'neutral': 3, 'anger': 2}"
UgyAABvsW5zVM8qzfJJ4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyStSbtFZ_0QvUzinB4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugyi9zQkoiFG5Z63Zwt4AaABAg,neutral,56,29,0.5178571428571429,"{'anger': 12, 'fear': 4, 'disgust': 4, 'neutral': 29, 'surprise': 3, 'sadness': 3, 'joy': 1}"
UgxDhXepz31O_dWW2kR4AaABAg,fear,6,0,0.0,"{'neutral': 3, 'disgust': 2, 'anger': 1}"
Ugw1vT1vdoMc-5cg3Nt4AaABAg,disgust,3,2,0.6666666666666666,"{'disgust': 2, 'anger': 1}"
UgyPObNgHEj8EUeyhel4AaABAg,neutral,3,2,0.6666666666666666,"{'neutral': 2, 'fear': 1}"
UgxG_1UgOAq8UVv9sXd4AaABAg,anger,1,1,1.0,{'anger': 1}
UgwGKVqAnjtZ6ilhpC54AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugyp1XNwdQ3Eq6QAf8B4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgyfkFARjidh5b6ZadF4AaABAg,anger,1,0,0.0,{'surprise': 1}
Ugy9zgVjJMgOImMwpXJ4AaABAg,fear,5,0,0.0,"{'neutral': 2, 'joy': 1, 'anger': 2}"
Ugzoph0B0-Syxr6SxA94AaABAg,neutral,1,0,0.0,{'surprise': 1}
Ugxi3nZkEYZxc8j3ojF4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgwGjONVSewOOdnIkQV4AaABAg,neutral,1,0,0.0,{'surprise': 1}
UgyMVZzmeituvjM0cRV4AaABAg,neutral,3,0,0.0,"{'disgust': 2, 'fear': 1}"
UgyTJ-p_xcKOkAooT194AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugwv5REJeo0WBiNmplh4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgyhIOKmf97S8oHI0Ep4AaABAg,fear,3,0,0.0,"{'neutral': 2, 'disgust': 1}"
UgzJV7yfDmtaGTA3rg94AaABAg,anger,1,1,1.0,{'anger': 1}
Ugxg5mWKqQqiutjZy1l4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwusA7ZN4OpTeL1bBB4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzygInWOrA4ZcONol54AaABAg,neutral,2,0,0.0,{'anger': 2}
UgwRzVZlgGbg5TLa3Gl4AaABAg,disgust,1,0,0.0,{'anger': 1}
Ugz2j39dWVk05xedJIF4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugy5YlCs6y--WouK_Kd4AaABAg,disgust,2,0,0.0,"{'neutral': 1, 'anger': 1}"
Ugzyz54xwU0vV_HRQRN4AaABAg,anger,1,0,0.0,{'disgust': 1}
UgyJiVjbXoMgTmmXs-J4AaABAg,surprise,1,0,0.0,{'neutral': 1}
Ugx0rHKgn937zGm8FoF4AaABAg,anger,4,2,0.5,"{'anger': 2, 'neutral': 2}"
UgxkgN1vvqz7oG7a-3V4AaABAg,anger,5,2,0.4,"{'sadness': 1, 'joy': 1, 'anger': 2, 'disgust': 1}"
UgxMR9lZhWUHtQWbmI94AaABAg,anger,1,0,0.0,{'surprise': 1}
UgztPzt1dqWm6RFwXON4AaABAg,neutral,13,5,0.38461538461538464,"{'neutral': 5, 'anger': 5, 'fear': 2, 'surprise': 1}"
UgzeD7dYA3pEMCIpLkJ4AaABAg,fear,1,0,0.0,{'joy': 1}
UgykA1Ht6M3jw1qwye94AaABAg,anger,60,9,0.15,"{'neutral': 35, 'fear': 7, 'anger': 9, 'surprise': 6, 'disgust': 1, 'sadness': 2}"
Ugw98j0ttakAWWFGb4N4AaABAg,neutral,2,2,1.0,{'neutral': 2}
Ugw9_D6Tip3Qsb-DOup4AaABAg,disgust,6,0,0.0,"{'neutral': 2, 'anger': 2, 'surprise': 2}"
UgzWNzZUCjcWn8seR4J4AaABAg,disgust,2,0,0.0,{'neutral': 2}
UgyJD16XaYvjfzK6HEB4AaABAg,anger,3,2,0.6666666666666666,"{'anger': 2, 'sadness': 1}"
UgxoZLmz0kCGIiG1t9l4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyVdnwp1j5MTw-MmeV4AaABAg,neutral,2,1,0.5,"{'neutral': 1, 'surprise': 1}"
Ugy33C99BRmMEgZsEf14AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgxVtuOShmKN3Cn3cDl4AaABAg,anger,3,2,0.6666666666666666,"{'anger': 2, 'neutral': 1}"
Ugwtlj-p84EXHGhwLe54AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgyVhsnDWdqOnGXPeux4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugz5kZf8DYGCQMKqdxh4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgzzAt3sWu6Rcw_AA354AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgyNi9kM8FzeNkEK-u14AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgxM-yMxZSb-I49duMN4AaABAg,sadness,1,0,0.0,{'neutral': 1}
Ugx79OI9PbZjilEOGKd4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzMAisOZ5tyvnYSjRR4AaABAg,neutral,4,4,1.0,{'neutral': 4}
Ugy5Gy3V8gBH4bTufe14AaABAg,anger,1,0,0.0,{'disgust': 1}
UgzMk1EY1AGW-IE0L_N4AaABAg,surprise,6,0,0.0,"{'neutral': 4, 'joy': 1, 'disgust': 1}"
Ugx_I2ffhPGMmvXbUqt4AaABAg,surprise,6,0,0.0,"{'anger': 4, 'neutral': 2}"
Ugx072YYzC38SO3pf0t4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzGGfIw4IFb7mMSQZ54AaABAg,neutral,8,6,0.75,"{'neutral': 6, 'surprise': 2}"
UgxVFZLNr7Os13HN36V4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzQyYNOXAkgpbq71L94AaABAg,neutral,2,2,1.0,{'neutral': 2}
Ugw_3Ai6A2G__0T0f3l4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyvmFRwfhX_C7hCiH54AaABAg,neutral,4,1,0.25,"{'surprise': 2, 'anger': 1, 'neutral': 1}"
UgwZN7xTe4A0U-nsDcR4AaABAg,neutral,2,2,1.0,{'neutral': 2}
Ugw-CTk0qSbdKpqazul4AaABAg,surprise,74,5,0.06756756756756757,"{'fear': 5, 'neutral': 38, 'anger': 18, 'surprise': 5, 'sadness': 4, 'disgust': 4}"
Ugz6JzRmms5ssjiTdRh4AaABAg,joy,5,0,0.0,"{'neutral': 3, 'anger': 1, 'disgust': 1}"
UgxHSFSLl3-hApuo1GB4AaABAg,fear,1,0,0.0,{'neutral': 1}
Ugzor8Ee9GwyyhyFqdp4AaABAg,anger,2,0,0.0,"{'neutral': 1, 'surprise': 1}"
UgyQzMa1IIapL1skevl4AaABAg,anger,27,17,0.6296296296296297,"{'disgust': 3, 'anger': 17, 'neutral': 4, 'sadness': 2, 'fear': 1}"
UgyTXSMMMn_XQVVd-Ap4AaABAg,neutral,200,133,0.665,"{'neutral': 133, 'fear': 16, 'surprise': 15, 'joy': 13, 'anger': 14, 'sadness': 3, 'disgust': 6}"
UgwmRn4QZNPJynC4GK54AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgxRiF7K4tJKKy4r3zR4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugx6r4Sdo63EJkq-znR4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyFEb4I_fhLI-wd3t94AaABAg,anger,2,0,0.0,{'neutral': 2}
UgxynRHAN32RmKQBr_J4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugyzy7Fl_rI_EHTdRN94AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugx6PmPTc-th-mWeTzB4AaABAg,disgust,1,0,0.0,{'anger': 1}
UgxQeSyEFu-gItTi4JR4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugy9KMCjEJLa6CfjFqd4AaABAg,neutral,82,38,0.4634146341463415,"{'anger': 27, 'neutral': 38, 'disgust': 9, 'surprise': 3, 'fear': 4, 'sadness': 1}"
Ugz-LEMX33gwSnT64Ul4AaABAg,disgust,1,0,0.0,{'anger': 1}
UgzZSuBdTAxNeQzZxox4AaABAg,neutral,2,2,1.0,{'neutral': 2}
Ugz0fjrGAKHDi02Lz2d4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgwTl8rlyi1qqjmy-vp4AaABAg,disgust,1,1,1.0,{'disgust': 1}
Ugzt7zsX33n4hPm8zsN4AaABAg,neutral,4,2,0.5,"{'disgust': 2, 'neutral': 2}"
UgzRUQEk3gnmua5mRqd4AaABAg,fear,1,0,0.0,{'neutral': 1}
Ugzr4b0QlJIFdjJUeKd4AaABAg,surprise,6,0,0.0,"{'neutral': 4, 'anger': 1, 'fear': 1}"
Ugy5HzVsOSSpXuhq01N4AaABAg,surprise,81,5,0.06172839506172839,"{'fear': 5, 'neutral': 41, 'sadness': 3, 'disgust': 4, 'joy': 3, 'anger': 20, 'surprise': 5}"
UgxfNbGibn19el_dlAF4AaABAg,anger,1,0,0.0,{'surprise': 1}
UgwcDXQPZKkfwjXHVdN4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzEtpLbPyxvYvdevlJ4AaABAg,fear,2,0,0.0,"{'anger': 1, 'surprise': 1}"
UgzjceDb5DttwTEdCC54AaABAg,surprise,3,1,0.3333333333333333,"{'surprise': 1, 'neutral': 2}"
UgxU-oMOKhPuPq9aybl4AaABAg,fear,13,0,0.0,"{'surprise': 1, 'anger': 7, 'disgust': 2, 'neutral': 3}"
UgzYV7nvheQGX4jw3MZ4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugxq3vPqb0sg9j6MQ514AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugyl-WfIuHHcCQ6eYM94AaABAg,anger,1,0,0.0,{'disgust': 1}
Ugz2r8KseDvn3gLZ0Fl4AaABAg,surprise,2,0,0.0,"{'anger': 1, 'neutral': 1}"
Ugw3lIQ9KZ1Nb02tlFB4AaABAg,anger,2,1,0.5,"{'anger': 1, 'neutral': 1}"
Ugz4mUC22qvV_K4oRnB4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgxX68qNgA4CfPTJ3nB4AaABAg,anger,1,1,1.0,{'anger': 1}
Ugx5z_0hzS_M41NllcB4AaABAg,neutral,1,0,0.0,{'fear': 1}
UgxhK_ffT4L1YEdQslV4AaABAg,anger,3,0,0.0,"{'neutral': 2, 'sadness': 1}"
Ugz3Tf048YhcxeWRynp4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgxCEFkKWhaYwMn6jfB4AaABAg,neutral,4,4,1.0,{'neutral': 4}
UgwOubk2WVO_KZE_hsx4AaABAg,anger,4,1,0.25,"{'neutral': 2, 'anger': 1, 'surprise': 1}"
UgzUoimubTHppM1-tfd4AaABAg,disgust,2,0,0.0,{'neutral': 2}
Ugxsbfl7IJgJm8tR1e14AaABAg,sadness,15,0,0.0,"{'disgust': 1, 'neutral': 8, 'anger': 4, 'joy': 1, 'surprise': 1}"
UgxFEwbakssLhFX2D_J4AaABAg,surprise,8,0,0.0,"{'neutral': 4, 'disgust': 1, 'joy': 2, 'anger': 1}"
UgxgmYv7Lrh_xjYTIq94AaABAg,neutral,1,0,0.0,{'surprise': 1}
Ugzhtlp8AArPWbLxpvh4AaABAg,anger,2,0,0.0,"{'surprise': 1, 'neutral': 1}"
UgxDblBVzNU_fNHmijp4AaABAg,disgust,80,6,0.075,"{'neutral': 37, 'disgust': 6, 'anger': 19, 'surprise': 5, 'sadness': 6, 'fear': 7}"
Ugxe25UazFQ8KQwbTQB4AaABAg,anger,8,0,0.0,"{'neutral': 3, 'disgust': 3, 'surprise': 2}"
UgxIyyuCV3iktLNGM254AaABAg,fear,1,0,0.0,{'neutral': 1}
Ugx4lshWHHcQNNcyti14AaABAg,sadness,2,0,0.0,{'neutral': 2}
UgwoGqpXN3KYWZvQnHt4AaABAg,neutral,1,0,0.0,{'anger': 1}
UgyNWltsqXsJ2sR4XjF4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgxBhUevkWaEYrJMjoh4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgxiUaE_NFMsDdmGLEV4AaABAg,anger,1,0,0.0,{'surprise': 1}
UgxBnmd-mozOyIj44mt4AaABAg,neutral,6,2,0.3333333333333333,"{'neutral': 2, 'anger': 4}"
UgxKjimQohUN6OrB7G54AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugy6CAXp4MDzhbjdgqd4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgyhVImj6A7X5vsaeux4AaABAg,neutral,5,1,0.2,"{'anger': 2, 'sadness': 1, 'surprise': 1, 'neutral': 1}"
Ugyu-nvychzJnt_B5Sp4AaABAg,sadness,1,0,0.0,{'neutral': 1}
Ugy-ipbjdtQ-Qvazsxd4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwzreLWZppbE10Dvct4AaABAg,fear,26,1,0.038461538461538464,"{'neutral': 20, 'sadness': 1, 'joy': 2, 'anger': 1, 'disgust': 1, 'fear': 1}"
UgzmqvRcHMJDPaEuB0J4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgwR0XROQi259ExXV2N4AaABAg,surprise,1,0,0.0,{'disgust': 1}
Ugy25SrHu35iKvHLFzd4AaABAg,surprise,1,0,0.0,{'anger': 1}
Ugz6fJlsjH_W6zQS72p4AaABAg,disgust,2,1,0.5,"{'neutral': 1, 'disgust': 1}"
UgyWjcwJr88W387fS9J4AaABAg,anger,2,0,0.0,"{'neutral': 1, 'surprise': 1}"
UgwD9vmUfg8vjkxhUPt4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgzsgHuD3EzJj6cdP7l4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyiQIvM7eFPScpYUC94AaABAg,neutral,1,0,0.0,{'surprise': 1}
UgyncZVvfKHXMANdwMt4AaABAg,neutral,40,26,0.65,"{'fear': 3, 'surprise': 5, 'anger': 3, 'neutral': 26, 'disgust': 3}"
UgyPfa3pPx4kxydZB2F4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgypnflizTJBGa6x_C94AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzdMR7BdSPjEdYITqN4AaABAg,neutral,4,2,0.5,"{'neutral': 2, 'surprise': 2}"
UgwKn8Nz4yqOjSwJ_Mt4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgybQegXplypTUzoRHN4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgzXP5q_tiYmcVDsQBB4AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgyDs3rw88x3rgq_ajx4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzhbBVXjXKG3CVIaV94AaABAg,neutral,1,0,0.0,{'disgust': 1}
UgyG7sVzvN12sZNj6P54AaABAg,neutral,5,1,0.2,"{'neutral': 1, 'joy': 2, 'sadness': 1, 'anger': 1}"
UgzcPlYeXOor-P91Um14AaABAg,anger,5,0,0.0,"{'neutral': 2, 'joy': 1, 'surprise': 2}"
UgyyBGBng9pzDilw3gl4AaABAg,surprise,2,0,0.0,"{'anger': 1, 'disgust': 1}"
Ugz8QuJtbQKFKX1mlIZ4AaABAg,joy,1,0,0.0,{'surprise': 1}
Ugyz6EQEsFrsj59vb-R4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgzX6a_xcIm0Ju6Y7zR4AaABAg,neutral,3,1,0.3333333333333333,"{'fear': 1, 'neutral': 1, 'anger': 1}"
Ugwvmbm5OK5kLUkdw5J4AaABAg,sadness,2,0,0.0,"{'surprise': 1, 'neutral': 1}"
Ugzj57kJp7YlQy3vowB4AaABAg,anger,4,0,0.0,"{'neutral': 3, 'surprise': 1}"
Ugwpn7oGQ_mG4jQJTEJ4AaABAg,anger,4,0,0.0,"{'neutral': 3, 'joy': 1}"
UgyJrKn9GArXk8ZE0vt4AaABAg,neutral,2,1,0.5,"{'anger': 1, 'neutral': 1}"
UgzTjzjXOP-_-fEQ_9N4AaABAg,anger,2,0,0.0,"{'neutral': 1, 'surprise': 1}"
UgwmnTBo8kWUYnrWYUp4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzoOlsx1mUalMkK1Xp4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugw0zsekpdNDXGNmo0Z4AaABAg,surprise,5,0,0.0,"{'neutral': 2, 'sadness': 1, 'anger': 2}"
UgzZCQxzi7YzMTww_B14AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgxIRZn5Lq8OhN1m_FJ4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugz4Cz_dbw-lkxZqpdx4AaABAg,fear,3,0,0.0,"{'neutral': 1, 'anger': 2}"
Ugzg42IU9OMroXwRbMR4AaABAg,neutral,6,4,0.6666666666666666,"{'neutral': 4, 'anger': 2}"
Ugz6sW-y8d3pRGHxca14AaABAg,neutral,5,4,0.8,"{'neutral': 4, 'surprise': 1}"
UgyPa6o0KvmqwQfAnb54AaABAg,disgust,5,0,0.0,"{'surprise': 1, 'neutral': 3, 'fear': 1}"
UgxAYoD6qMVeZ-8gYcV4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugz6P25BpDPYw4Mf_Zt4AaABAg,anger,4,1,0.25,"{'anger': 1, 'neutral': 2, 'disgust': 1}"
Ugw5izDYZB7VArf_M2d4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgxVv5AH0CYYCbQDFct4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyYSN1arCqZ3h6kdDN4AaABAg,neutral,3,1,0.3333333333333333,"{'neutral': 1, 'fear': 1, 'joy': 1}"
UgxAwlOfmnsDJvhT8ZR4AaABAg,fear,1,1,1.0,{'fear': 1}
Ugzw30xO0Ekwzlk92uJ4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgzFNfnZkZntOz3LviJ4AaABAg,neutral,1,0,0.0,{'sadness': 1}
UgxCcXplwz5GuNKxVGN4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugy_wMWBBQdoY9Gqz5d4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzI9ffHQkUEvWYOgaF4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugy9ooi4AkUbqUmlEdZ4AaABAg,anger,5,1,0.2,"{'neutral': 2, 'disgust': 2, 'anger': 1}"
UgyKBnsQGg1NleCFtuh4AaABAg,surprise,4,0,0.0,{'neutral': 4}
UgwVj5snaXmw3e4B-fp4AaABAg,fear,10,1,0.1,"{'neutral': 7, 'anger': 1, 'disgust': 1, 'fear': 1}"
UgxzaVAJUbti-fSGL-B4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugx110BTB-J1ZEIKEr54AaABAg,joy,5,0,0.0,"{'surprise': 1, 'neutral': 3, 'anger': 1}"
Ugy1b2SqsuvIri9eHR94AaABAg,anger,63,15,0.23809523809523808,"{'neutral': 29, 'anger': 15, 'fear': 4, 'surprise': 9, 'disgust': 4, 'joy': 1, 'sadness': 1}"
Ugy-ecHbD145bnTlWB94AaABAg,anger,2,0,0.0,"{'fear': 1, 'joy': 1}"
UgwCcEkjHrzbn9OGqkN4AaABAg,anger,3,0,0.0,{'neutral': 3}
UgxFMsneBLFiZXqffid4AaABAg,disgust,10,0,0.0,"{'neutral': 6, 'sadness': 2, 'surprise': 2}"
UgxqVp05e9sQvH_psMB4AaABAg,neutral,1,0,0.0,{'anger': 1}
