root_comment_id,root_emotion,root_sentiment,total_replies,same_emotion_count,emotion_propagation_rate,same_sentiment_count,sentiment_propagation_rate,reply_emotion_distribution,reply_sentiment_distribution
UgzUeyxWQV2TlIvJcgx4AaABAg,neutral,neutral,9,8,0.888888889,5,0.555555556,"{'neutral': 8, 'anger': 1}","{'neutral': 5, 'positive': 3, 'negative': 1}"
UgzeuScfnf839IV6OCZ4AaABAg,neutral,negative,2,0,0,2,1,"{'fear': 1, 'anger': 1}",{'negative': 2}
UgwNspmSGWfIqGZq7794AaABAg,anger,negative,1,0,0,0,0,{'joy': 1},{'positive': 1}
UgyBDHmjbE_rBlbSSJl4AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
Ugy2qt4i0Tf3T6kq61B4AaABAg,surprise,positive,5,0,0,2,0.4,"{'neutral': 2, 'joy': 1, 'anger': 1, 'sadness': 1}","{'positive': 2, 'neutral': 2, 'negative': 1}"
UgwktvVRx5ekkNV_MGd4AaABAg,anger,neutral,5,1,0.2,2,0.4,"{'joy': 1, 'neutral': 2, 'anger': 1, 'fear': 1}","{'positive': 3, 'neutral': 2}"
UgzzZDFybe6Cbh53MK54AaABAg,surprise,negative,1,0,0,0,0,{'disgust': 1},{'positive': 1}
UgwskSfxhlpFbK11pKB4AaABAg,surprise,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgyzSaUCAfIUDkdldT94AaABAg,disgust,negative,1,1,1,0,0,{'disgust': 1},{'neutral': 1}
UgyxcW5UmPnRDjjO3SJ4AaABAg,neutral,neutral,2,0,0,2,1,"{'disgust': 1, 'anger': 1}",{'neutral': 2}
Ugx9XlLnzoMORcWE8Bh4AaABAg,neutral,positive,1,1,1,0,0,{'neutral': 1},{'neutral': 1}
UgwrKi95VyxT8cSdd4B4AaABAg,anger,negative,1,1,1,1,1,{'anger': 1},{'negative': 1}
UgzGsNGG5McFLooNp6B4AaABAg,fear,negative,2,0,0,1,0.5,"{'neutral': 1, 'sadness': 1}","{'neutral': 1, 'negative': 1}"
Ugw2kM0oAk37vTqLETl4AaABAg,neutral,neutral,1,0,0,0,0,{'sadness': 1},{'negative': 1}
UgyxwkFHj__2N06AD1R4AaABAg,sadness,positive,1,0,0,0,0,{'fear': 1},{'negative': 1}
UgwWLNwPHORpxXM3ZWp4AaABAg,fear,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgycEenS0t9iPZtIqu14AaABAg,neutral,neutral,2,1,0.5,1,0.5,"{'surprise': 1, 'neutral': 1}","{'positive': 1, 'neutral': 1}"
UgxcsCBdD6dm7hJluiJ4AaABAg,neutral,negative,1,1,1,0,0,{'neutral': 1},{'positive': 1}
Ugxd_mfrnPaEJWeLAqV4AaABAg,fear,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
Ugztq7s6iUvaDlFhbS54AaABAg,sadness,neutral,2,0,0,2,1,{'neutral': 2},{'neutral': 2}
UgznOtselLMgz9WxObB4AaABAg,neutral,negative,2,2,1,1,0.5,{'neutral': 2},"{'negative': 1, 'neutral': 1}"
Ugy7_FulfxNqaK9kf6Z4AaABAg,disgust,positive,2,1,0.5,0,0,"{'disgust': 1, 'neutral': 1}","{'neutral': 1, 'negative': 1}"
Ugw1fojryT2ht7XkD-p4AaABAg,fear,negative,2,0,0,0,0,"{'surprise': 1, 'neutral': 1}",{'neutral': 2}
Ugx1CYzh6ozKN3nQtpt4AaABAg,disgust,negative,2,0,0,0,0,"{'neutral': 1, 'anger': 1}","{'neutral': 1, 'positive': 1}"
Ugx5Fc5x1GOWd829dzF4AaABAg,fear,neutral,2,0,0,1,0.5,{'neutral': 2},"{'positive': 1, 'neutral': 1}"
Ugz6D8Cc1piIaLJNQ8N4AaABAg,neutral,negative,1,1,1,0,0,{'neutral': 1},{'positive': 1}
UgyE5FAmttyZhQ3Oi7x4AaABAg,surprise,positive,3,0,0,1,0.333333333,"{'anger': 1, 'sadness': 1, 'neutral': 1}","{'positive': 1, 'neutral': 1, 'negative': 1}"
UgztYKHiy-PbriWnIrR4AaABAg,anger,negative,3,1,0.333333333,2,0.666666667,"{'anger': 1, 'disgust': 2}","{'neutral': 1, 'negative': 2}"
UgwKXvrbWKr0KE14_mp4AaABAg,surprise,neutral,2,0,0,1,0.5,{'neutral': 2},"{'negative': 1, 'neutral': 1}"
UgyN40KZYFCOsBzHyup4AaABAg,disgust,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
UgwIVdyx2up7sDgyAbF4AaABAg,fear,negative,1,1,1,1,1,{'fear': 1},{'negative': 1}
UgzM6Sz9zSf3OT-ywj54AaABAg,joy,negative,5,0,0,1,0.2,"{'neutral': 2, 'disgust': 1, 'surprise': 1, 'fear': 1}","{'neutral': 2, 'negative': 1, 'positive': 2}"
UgxD8rd5R5Er7o3lzD14AaABAg,surprise,positive,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgxQGgbpQpBSe1DLVKZ4AaABAg,anger,negative,1,0,0,1,1,{'fear': 1},{'negative': 1}
UgwBQBPW8ucVoqadBFZ4AaABAg,anger,neutral,1,0,0,0,0,{'neutral': 1},{'positive': 1}
Ugytp1WHhEd2f12CHP94AaABAg,sadness,negative,4,1,0.25,2,0.5,"{'neutral': 2, 'fear': 1, 'sadness': 1}","{'neutral': 2, 'negative': 2}"
UgzuaiAG2utGgQUMXat4AaABAg,neutral,positive,2,0,0,0,0,"{'surprise': 1, 'joy': 1}",{'neutral': 2}
UgzEMfzUG8sr6KAGZ_l4AaABAg,neutral,positive,2,1,0.5,1,0.5,"{'neutral': 1, 'fear': 1}","{'negative': 1, 'positive': 1}"
UgxotaB-TDENug5GFHl4AaABAg,anger,negative,1,0,0,0,0,{'disgust': 1},{'positive': 1}
UgxcCKYyT2ucYOVKyLF4AaABAg,surprise,positive,2,0,0,1,0.5,{'neutral': 2},"{'positive': 1, 'negative': 1}"
UgzKUlRSC9rBkB70_Np4AaABAg,neutral,neutral,7,5,0.714285714,1,0.142857143,"{'neutral': 5, 'sadness': 1, 'surprise': 1}","{'negative': 5, 'neutral': 1, 'positive': 1}"
Ugzu49vM0CzVNu0yG-94AaABAg,neutral,neutral,9,8,0.888888889,5,0.555555556,"{'neutral': 8, 'anger': 1}","{'neutral': 5, 'positive': 2, 'negative': 2}"
UgzJ1M2eI5UEfsbGw0Z4AaABAg,disgust,positive,4,0,0,0,0,"{'anger': 1, 'fear': 1, 'neutral': 2}",{'neutral': 4}
Ugzwf02b8dHJJsF8ESl4AaABAg,sadness,negative,2,0,0,0,0,{'neutral': 2},"{'positive': 1, 'neutral': 1}"
UgxZZ9egORBQJQWb1ZV4AaABAg,anger,negative,2,0,0,1,0.5,"{'surprise': 1, 'neutral': 1}","{'negative': 1, 'neutral': 1}"
Ugw6owUIm5asY0i8rjB4AaABAg,fear,negative,5,1,0.2,3,0.6,"{'disgust': 2, 'sadness': 2, 'fear': 1}","{'negative': 3, 'neutral': 2}"
UgylvCydZuWd0BsCemh4AaABAg,neutral,negative,2,1,0.5,1,0.5,"{'disgust': 1, 'neutral': 1}","{'negative': 1, 'positive': 1}"
UgxXWyyEh0EwIwS32v54AaABAg,surprise,negative,1,1,1,0,0,{'surprise': 1},{'positive': 1}
UgxH4GmiC7vZjDaxYN54AaABAg,neutral,neutral,4,4,1,2,0.5,{'neutral': 4},"{'negative': 1, 'neutral': 2, 'positive': 1}"
UgziNmxwYZ5MSs_pFgB4AaABAg,neutral,negative,1,1,1,0,0,{'neutral': 1},{'neutral': 1}
UgxwIE5rjzafbqgN5Eh4AaABAg,neutral,negative,1,1,1,1,1,{'neutral': 1},{'negative': 1}
UgyzskcoDdbiyLSh_2J4AaABAg,disgust,negative,5,2,0.4,2,0.4,"{'disgust': 2, 'surprise': 1, 'neutral': 2}","{'negative': 2, 'neutral': 1, 'positive': 2}"
Ugynk1li6SpWcTZ5wVZ4AaABAg,joy,positive,2,0,0,0,0,{'neutral': 2},{'negative': 2}
Ugws9-nDPzLujzbcHop4AaABAg,disgust,negative,3,1,0.333333333,3,1,"{'neutral': 1, 'anger': 1, 'disgust': 1}",{'negative': 3}
UgxtNjreZWPO0BS45Y14AaABAg,anger,negative,1,0,0,1,1,{'fear': 1},{'negative': 1}
Ugy_CTf6is6te_cXCcR4AaABAg,anger,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
UgxOz4DHD6Cr2lP683l4AaABAg,disgust,negative,1,0,0,0,0,{'neutral': 1},{'positive': 1}
Ugz4dIfi9SWSXp8iIzp4AaABAg,neutral,negative,1,1,1,0,0,{'neutral': 1},{'neutral': 1}
Ugw0C5pXWAtwY05KT894AaABAg,fear,negative,2,0,0,0,0,{'neutral': 2},{'positive': 2}
Ugz2iX2yuZxslunlUmZ4AaABAg,surprise,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
UgzEniV6YKs81H8EKF54AaABAg,anger,negative,7,1,0.142857143,6,0.857142857,"{'anger': 1, 'neutral': 2, 'surprise': 1, 'sadness': 1, 'disgust': 2}","{'negative': 6, 'neutral': 1}"
UgyPmvZxgoyTjwpLl1R4AaABAg,joy,positive,5,0,0,2,0.4,"{'neutral': 3, 'sadness': 1, 'anger': 1}","{'negative': 3, 'positive': 2}"
Ugzx8o6LLttEU3-oRNN4AaABAg,surprise,negative,1,0,0,1,1,{'fear': 1},{'negative': 1}
Ugz-Y3hmrgLHFXMUojN4AaABAg,anger,positive,1,0,0,1,1,{'neutral': 1},{'positive': 1}
UgyGb5vnizP9xs92M9V4AaABAg,anger,negative,2,0,0,1,0.5,{'neutral': 2},"{'neutral': 1, 'negative': 1}"
UgxSsFc0IgYMsyM4iuF4AaABAg,neutral,neutral,1,1,1,0,0,{'neutral': 1},{'positive': 1}
UgzkfxNixF2Xa3YYOih4AaABAg,joy,negative,4,0,0,3,0.75,"{'neutral': 3, 'disgust': 1}","{'positive': 1, 'negative': 3}"
UgzhkVK2yc6LEg6dLdp4AaABAg,neutral,neutral,1,0,0,0,0,{'surprise': 1},{'positive': 1}
UgzAF1hx55OIdz5emBF4AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
UgwmKDue7L5zhpKNQat4AaABAg,anger,positive,1,0,0,0,0,{'neutral': 1},{'negative': 1}
UgwKulARG-tDvIeBG614AaABAg,disgust,negative,1,0,0,1,1,{'surprise': 1},{'negative': 1}
UgwstQQ_eSr8bECg4zF4AaABAg,neutral,neutral,2,2,1,0,0,{'neutral': 2},{'positive': 2}
UgxyfQR9dZ8X4ruCwS94AaABAg,anger,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
UgxDdadY-iTherqvUKV4AaABAg,fear,negative,2,0,0,1,0.5,"{'anger': 1, 'neutral': 1}","{'negative': 1, 'positive': 1}"
Ugz6fsyGR-ZT80TeuOV4AaABAg,neutral,neutral,3,0,0,1,0.333333333,"{'anger': 1, 'surprise': 1, 'disgust': 1}","{'neutral': 1, 'negative': 2}"
UgyCYV-IFrZVQyVitWd4AaABAg,fear,negative,3,0,0,1,0.333333333,"{'anger': 2, 'neutral': 1}","{'negative': 1, 'neutral': 2}"
Ugw6Q-MurZL5y7MuwlF4AaABAg,disgust,negative,2,0,0,1,0.5,"{'anger': 1, 'sadness': 1}","{'neutral': 1, 'negative': 1}"
UgzVvrSsz25DVFSUOqd4AaABAg,anger,negative,3,1,0.333333333,1,0.333333333,"{'neutral': 2, 'anger': 1}","{'neutral': 2, 'negative': 1}"
Ugzn4badwcf7HtPC0454AaABAg,surprise,positive,1,0,0,1,1,{'neutral': 1},{'positive': 1}
Ugzss8yEUI7xNEKazmd4AaABAg,disgust,negative,5,0,0,1,0.2,"{'fear': 1, 'surprise': 1, 'neutral': 3}","{'neutral': 2, 'negative': 1, 'positive': 2}"
UgzwW6LKHZQEuFgsEbV4AaABAg,sadness,positive,1,0,0,0,0,{'disgust': 1},{'negative': 1}
UgxiC5TqGTfFNOLADol4AaABAg,disgust,neutral,7,1,0.142857143,2,0.285714286,"{'neutral': 4, 'disgust': 1, 'anger': 1, 'surprise': 1}","{'negative': 3, 'neutral': 2, 'positive': 2}"
Ugz84TA29XtpPCCDYXR4AaABAg,anger,negative,21,5,0.238095238,13,0.619047619,"{'disgust': 5, 'anger': 5, 'neutral': 9, 'surprise': 2}","{'negative': 13, 'neutral': 5, 'positive': 3}"
UgwKi_3wGEEORKnzSfN4AaABAg,neutral,negative,4,1,0.25,2,0.5,"{'anger': 1, 'neutral': 1, 'disgust': 1, 'surprise': 1}","{'negative': 2, 'neutral': 2}"
UgzvPckT8pZW20ikfdN4AaABAg,neutral,negative,31,15,0.483870968,10,0.322580645,"{'fear': 2, 'anger': 5, 'neutral': 15, 'joy': 1, 'disgust': 1, 'sadness': 3, 'surprise': 4}","{'negative': 10, 'neutral': 10, 'positive': 11}"
UgzXhji05-LoDCyMdwN4AaABAg,surprise,positive,2,0,0,1,0.5,"{'neutral': 1, 'fear': 1}","{'negative': 1, 'positive': 1}"
UgwU7t1x1PzauTGfn1F4AaABAg,disgust,negative,58,8,0.137931034,20,0.344827586,"{'anger': 10, 'disgust': 8, 'surprise': 10, 'neutral': 25, 'sadness': 3, 'joy': 2}","{'negative': 20, 'positive': 14, 'neutral': 24}"
UgzVT0JmCi1t9ZYiTrF4AaABAg,surprise,neutral,2,0,0,1,0.5,"{'neutral': 1, 'fear': 1}","{'neutral': 1, 'negative': 1}"
UgyA2R4u2iPWil2WX754AaABAg,anger,neutral,10,0,0,6,0.6,"{'surprise': 3, 'neutral': 6, 'joy': 1}","{'positive': 3, 'negative': 1, 'neutral': 6}"
UgyABP5VjQ0pX4I6iCR4AaABAg,disgust,positive,3,1,0.333333333,2,0.666666667,"{'joy': 1, 'disgust': 1, 'neutral': 1}","{'positive': 2, 'negative': 1}"
UgyOQTveG4w0VP6IeaR4AaABAg,anger,positive,1,1,1,0,0,{'anger': 1},{'negative': 1}
UgzYrdXMqGQh8G3A0VB4AaABAg,anger,negative,2,0,0,1,0.5,"{'surprise': 1, 'neutral': 1}","{'negative': 1, 'neutral': 1}"
UgyBAn7DiUdmM8hWc7B4AaABAg,disgust,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
Ugy8XXIxBqgaN9MKTeh4AaABAg,surprise,negative,2,1,0.5,1,0.5,"{'surprise': 1, 'anger': 1}","{'negative': 1, 'positive': 1}"
UgxRhflIKnt9QK6Dkgh4AaABAg,neutral,negative,3,2,0.666666667,0,0,"{'neutral': 2, 'surprise': 1}",{'positive': 3}
UgzfZrG8goy6QVELEnp4AaABAg,surprise,positive,1,0,0,0,0,{'neutral': 1},{'negative': 1}
UgyBELsOlR56i63hhVl4AaABAg,anger,negative,1,0,0,0,0,{'disgust': 1},{'neutral': 1}
UgyCgLoo0d_8BO6aekB4AaABAg,anger,neutral,5,2,0.4,3,0.6,"{'fear': 1, 'anger': 2, 'surprise': 1, 'disgust': 1}","{'neutral': 3, 'positive': 2}"
UgyvhEcqFbRjlmw7Gu14AaABAg,neutral,neutral,1,1,1,0,0,{'neutral': 1},{'positive': 1}
Ugy6y32Lt-CzZjB-fdx4AaABAg,neutral,negative,6,3,0.5,4,0.666666667,"{'neutral': 3, 'fear': 1, 'anger': 2}","{'negative': 4, 'positive': 1, 'neutral': 1}"
UgyUSV9DAlOpvZzH4yZ4AaABAg,anger,negative,4,0,0,0,0,"{'disgust': 1, 'neutral': 2, 'surprise': 1}",{'neutral': 4}
Ugwm4B6QhXDYyoKM_m54AaABAg,neutral,negative,8,6,0.75,5,0.625,"{'neutral': 6, 'surprise': 1, 'anger': 1}","{'neutral': 2, 'negative': 5, 'positive': 1}"
Ugx_aTYwa1xiX2WQ21F4AaABAg,neutral,neutral,2,1,0.5,1,0.5,"{'sadness': 1, 'neutral': 1}","{'neutral': 1, 'negative': 1}"
UgyKCc5acZTTpb6nRgZ4AaABAg,anger,negative,1,0,0,0,0,{'neutral': 1},{'positive': 1}
Ugwtd_d7YsMZUqLyeml4AaABAg,neutral,negative,4,3,0.75,2,0.5,"{'neutral': 3, 'anger': 1}","{'neutral': 2, 'negative': 2}"
Ugzb9A0Z2cloBR7LxMB4AaABAg,neutral,positive,3,3,1,1,0.333333333,{'neutral': 3},"{'positive': 1, 'neutral': 2}"
UgzSAfaGQjkn6JTRXdJ4AaABAg,disgust,negative,4,0,0,1,0.25,"{'neutral': 1, 'surprise': 1, 'anger': 1, 'joy': 1}","{'negative': 1, 'positive': 3}"
UgyUq5DCm_yCaLWAYzR4AaABAg,sadness,negative,1,0,0,0,0,{'neutral': 1},{'positive': 1}
UgzCSnZxUTO8ZLyG6wV4AaABAg,surprise,neutral,1,0,0,0,0,{'neutral': 1},{'positive': 1}
UgzWGOG5Rjb5dkjwjpt4AaABAg,anger,negative,2,1,0.5,1,0.5,"{'anger': 1, 'neutral': 1}","{'neutral': 1, 'negative': 1}"
UgxzsDjHZsCreauoaRx4AaABAg,sadness,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
Ugx0fklHWonH9UsOAXF4AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
UgygQlw_K9VgW5d1EHt4AaABAg,neutral,positive,6,4,0.666666667,2,0.333333333,"{'neutral': 4, 'anger': 1, 'surprise': 1}","{'neutral': 4, 'positive': 2}"
UgxofDYxFPG9Gr1zxcJ4AaABAg,anger,negative,3,0,0,1,0.333333333,"{'joy': 1, 'disgust': 2}","{'positive': 1, 'negative': 1, 'neutral': 1}"
UgxzmimotXwDCDjCqhd4AaABAg,neutral,negative,6,4,0.666666667,2,0.333333333,"{'sadness': 1, 'neutral': 4, 'disgust': 1}","{'neutral': 3, 'positive': 1, 'negative': 2}"
UgzSiSFfPNhFra0R5k14AaABAg,fear,negative,1,0,0,1,1,{'disgust': 1},{'negative': 1}
Ugy0niAWfm0mIla474t4AaABAg,neutral,positive,3,2,0.666666667,2,0.666666667,"{'surprise': 1, 'neutral': 2}","{'positive': 2, 'negative': 1}"
Ugw7ycDUp65Y6rjiZ-14AaABAg,fear,negative,3,0,0,1,0.333333333,"{'disgust': 2, 'neutral': 1}","{'neutral': 2, 'negative': 1}"
UgxSOhCheE-nAedU9hp4AaABAg,anger,negative,2,0,0,0,0,"{'neutral': 1, 'surprise': 1}","{'neutral': 1, 'positive': 1}"
UgyL8Xoeyn4MJQ2Rk7Z4AaABAg,anger,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgxmM9Nr-cJh3RVEGXF4AaABAg,disgust,positive,1,0,0,0,0,{'neutral': 1},{'negative': 1}
UgwkXQodgUbuz_ADYRp4AaABAg,surprise,negative,4,0,0,1,0.25,"{'neutral': 3, 'disgust': 1}","{'neutral': 1, 'negative': 1, 'positive': 2}"
UgzkXTYLvvzLrrH_jf54AaABAg,neutral,positive,1,0,0,0,0,{'anger': 1},{'negative': 1}
UgyZe4_GI-FEB_mWz694AaABAg,sadness,negative,1,0,0,0,0,{'neutral': 1},{'positive': 1}
Ugznt-ZR6eVaO40hyrx4AaABAg,sadness,negative,28,2,0.071428571,20,0.714285714,"{'fear': 6, 'neutral': 11, 'anger': 3, 'sadness': 2, 'surprise': 3, 'disgust': 2, 'joy': 1}","{'negative': 20, 'neutral': 6, 'positive': 2}"
UgyVQ28xhAQLdp3eRvx4AaABAg,anger,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
Ugzr1sP6Npv74gFEXmV4AaABAg,fear,negative,1,0,0,0,0,{'neutral': 1},{'positive': 1}
UgywRKTFo5rIBGnvHDx4AaABAg,anger,negative,2,1,0.5,1,0.5,"{'neutral': 1, 'anger': 1}","{'negative': 1, 'neutral': 1}"
UgzfVqWJFAGO-XnxqgB4AaABAg,anger,negative,161,30,0.186335404,79,0.49068323,"{'neutral': 73, 'joy': 5, 'anger': 30, 'disgust': 14, 'surprise': 17, 'sadness': 11, 'fear': 11}","{'neutral': 42, 'negative': 79, 'positive': 40}"
Ugy7VvGt5Pafj21a7kd4AaABAg,neutral,negative,10,5,0.5,4,0.4,"{'disgust': 2, 'neutral': 5, 'anger': 3}","{'neutral': 3, 'negative': 4, 'positive': 3}"
UgwRw6jJFao5yHqs7iZ4AaABAg,disgust,negative,2,0,0,2,1,{'anger': 2},{'negative': 2}
UgyJX-tem-GK5J81fwd4AaABAg,disgust,negative,9,1,0.111111111,7,0.777777778,"{'joy': 1, 'fear': 1, 'sadness': 2, 'anger': 2, 'disgust': 1, 'neutral': 2}","{'positive': 1, 'negative': 7, 'neutral': 1}"
UgxLLBn83X0O56M4SbZ4AaABAg,surprise,neutral,1,0,0,0,0,{'neutral': 1},{'positive': 1}
Ugz0FSPVTuaBHG__y_54AaABAg,neutral,negative,1,0,0,1,1,{'fear': 1},{'negative': 1}
UgyHvL_FQ2ovzN3EFEZ4AaABAg,anger,negative,1,0,0,0,0,{'surprise': 1},{'positive': 1}
UgyaRQrQVE2cD238YOp4AaABAg,sadness,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
UgxcO-l-hMmPEL2kOMt4AaABAg,sadness,negative,2,0,0,0,0,{'neutral': 2},"{'neutral': 1, 'positive': 1}"
UgzbT1NSQcBsTalj6DJ4AaABAg,disgust,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgymTmGhj0agEFPx5Rp4AaABAg,neutral,positive,8,6,0.75,5,0.625,"{'neutral': 6, 'surprise': 2}","{'positive': 5, 'neutral': 3}"
UgyE6MbVFnmqJbIuGr94AaABAg,joy,positive,1,0,0,0,0,{'disgust': 1},{'negative': 1}
UgwL7VXTxJTl1aNzThh4AaABAg,anger,negative,2,0,0,0,0,"{'neutral': 1, 'surprise': 1}",{'neutral': 2}
Ugzg1eUkLeD7s318oMV4AaABAg,disgust,negative,3,0,0,1,0.333333333,"{'anger': 1, 'neutral': 2}","{'positive': 2, 'negative': 1}"
Ugxz5lgtvphd1rxlwKF4AaABAg,disgust,positive,2,0,0,1,0.5,"{'anger': 1, 'neutral': 1}","{'positive': 1, 'negative': 1}"
UgydHgG7wgrb0UzPeDd4AaABAg,disgust,negative,25,2,0.08,10,0.4,"{'neutral': 13, 'sadness': 3, 'disgust': 2, 'surprise': 1, 'anger': 6}","{'neutral': 9, 'negative': 10, 'positive': 6}"
Ugw-8F3Ul2Ndb1EOBKN4AaABAg,anger,positive,34,7,0.205882353,13,0.382352941,"{'neutral': 18, 'anger': 7, 'disgust': 5, 'fear': 2, 'sadness': 2}","{'neutral': 9, 'positive': 13, 'negative': 12}"
UgzGTYQRqIoZtucty9B4AaABAg,neutral,neutral,15,12,0.8,6,0.4,"{'neutral': 12, 'surprise': 2, 'anger': 1}","{'positive': 6, 'neutral': 6, 'negative': 3}"
UgyTQePyTOdtJhuIk_t4AaABAg,neutral,positive,4,4,1,2,0.5,{'neutral': 4},"{'positive': 2, 'negative': 2}"
Ugyu8g5ncpXQS7cmIkt4AaABAg,neutral,positive,1,0,0,0,0,{'surprise': 1},{'neutral': 1}
Ugwg4boAM-RiTsM5x194AaABAg,neutral,negative,4,3,0.75,0,0,"{'neutral': 3, 'surprise': 1}",{'neutral': 4}
UgxtMkUpH-Wuu0tLaEJ4AaABAg,disgust,negative,58,12,0.206896552,24,0.413793103,"{'anger': 15, 'neutral': 23, 'disgust': 12, 'joy': 1, 'surprise': 6, 'sadness': 1}","{'negative': 24, 'positive': 18, 'neutral': 16}"
Ugynzt2Oj4jADx8TZV54AaABAg,disgust,negative,6,0,0,1,0.166666667,"{'neutral': 4, 'surprise': 1, 'anger': 1}","{'neutral': 2, 'positive': 3, 'negative': 1}"
UgyHwHoWvahznp6CVQ14AaABAg,neutral,positive,117,54,0.461538462,38,0.324786325,"{'anger': 30, 'neutral': 54, 'disgust': 9, 'surprise': 13, 'fear': 5, 'joy': 1, 'sadness': 5}","{'negative': 56, 'positive': 38, 'neutral': 23}"
UgzD38saBUeuzIU6SK94AaABAg,neutral,negative,13,7,0.538461538,5,0.384615385,"{'neutral': 7, 'sadness': 2, 'surprise': 3, 'disgust': 1}","{'positive': 3, 'neutral': 5, 'negative': 5}"
Ugx80DWkagq1yCOEaux4AaABAg,surprise,neutral,2,0,0,0,0,"{'sadness': 1, 'disgust': 1}",{'negative': 2}
UgzZp7prNE73C20NRGJ4AaABAg,anger,negative,3,0,0,1,0.333333333,"{'fear': 2, 'surprise': 1}","{'negative': 1, 'neutral': 2}"
Ugw8CsrjXA98i7VkBVx4AaABAg,disgust,negative,12,2,0.166666667,6,0.5,"{'anger': 3, 'disgust': 2, 'neutral': 7}","{'negative': 6, 'neutral': 4, 'positive': 2}"
UgzJznmv8nVUZLM1SWp4AaABAg,neutral,negative,4,1,0.25,3,0.75,"{'disgust': 1, 'sadness': 1, 'anger': 1, 'neutral': 1}","{'negative': 3, 'neutral': 1}"
Ugwy14eYK40dU-JnCJJ4AaABAg,disgust,neutral,6,1,0.166666667,2,0.333333333,"{'surprise': 2, 'neutral': 3, 'disgust': 1}","{'negative': 2, 'neutral': 2, 'positive': 2}"
Ugz0qLh3BT417RQaRel4AaABAg,neutral,neutral,2,2,1,2,1,{'neutral': 2},{'neutral': 2}
Ugwj-NQEDcr53JIcJT14AaABAg,disgust,positive,10,1,0.1,2,0.2,"{'anger': 4, 'surprise': 2, 'joy': 1, 'disgust': 1, 'neutral': 2}","{'negative': 4, 'neutral': 4, 'positive': 2}"
UgywlMEvur3OdnegF3h4AaABAg,fear,negative,4,0,0,2,0.5,"{'neutral': 1, 'disgust': 3}","{'negative': 2, 'positive': 2}"
Ugw05Fpg4vkyGO4Mapd4AaABAg,surprise,negative,3,0,0,0,0,{'neutral': 3},{'neutral': 3}
UgyVYKLE3mcWSFCqStV4AaABAg,anger,negative,19,1,0.052631579,5,0.263157895,"{'neutral': 13, 'disgust': 2, 'surprise': 3, 'anger': 1}","{'positive': 7, 'neutral': 7, 'negative': 5}"
UgzhAPqI4foWMxVwTS14AaABAg,surprise,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgzuO-GNfI-ArIkpwx54AaABAg,surprise,negative,5,2,0.4,0,0,"{'surprise': 2, 'neutral': 2, 'disgust': 1}","{'positive': 3, 'neutral': 2}"
Ugw8C-ChGOa_-PmrxXZ4AaABAg,surprise,positive,1,0,0,1,1,{'neutral': 1},{'positive': 1}
UgxpNfliFRnLt-B0hKF4AaABAg,neutral,positive,39,15,0.384615385,7,0.179487179,"{'anger': 14, 'fear': 2, 'sadness': 2, 'neutral': 15, 'surprise': 4, 'disgust': 1, 'joy': 1}","{'neutral': 11, 'negative': 21, 'positive': 7}"
UgxOTx-4xN4SeEwWXmN4AaABAg,anger,positive,5,1,0.2,1,0.2,"{'neutral': 2, 'anger': 1, 'surprise': 2}","{'positive': 1, 'negative': 2, 'neutral': 2}"
UgylLSG4V10VtinFIH14AaABAg,surprise,negative,2,0,0,0,0,{'neutral': 2},{'neutral': 2}
UgzViOlKPmk1yGE8Z1d4AaABAg,sadness,neutral,1,0,0,0,0,{'anger': 1},{'positive': 1}
Ugyl3XBlHju5NFBjru94AaABAg,neutral,positive,1,0,0,0,0,{'anger': 1},{'negative': 1}
UgznXHm1P0nDa-NGArl4AaABAg,neutral,neutral,5,3,0.6,2,0.4,"{'neutral': 3, 'disgust': 1, 'fear': 1}","{'positive': 3, 'neutral': 2}"
Ugx_5ZOeaddZb24gW5x4AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
UgxMnRPLh4tjGqZ9jf54AaABAg,anger,positive,1,1,1,0,0,{'anger': 1},{'negative': 1}
UgyKC93Prhpc2oudv-94AaABAg,surprise,neutral,1,0,0,0,0,{'neutral': 1},{'negative': 1}
