root_comment_id,root_emotion,root_sentiment,total_replies,same_emotion_count,emotion_propagation_rate,same_sentiment_count,sentiment_propagation_rate,reply_emotion_distribution,reply_sentiment_distribution
UgwVkjpEs1mG00PU-PB4AaABAg,neutral,positive,2,1,0.5,1,0.5,"{'neutral': 1, 'surprise': 1}","{'positive': 1, 'negative': 1}"
UgxGkieIZzXvlMz8MHR4AaABAg,neutral,neutral,2,2,1,1,0.5,{'neutral': 2},"{'positive': 1, 'neutral': 1}"
Ugz1N2CfQmZI07hfSvd4AaABAg,anger,negative,21,5,0.238095238,11,0.523809524,"{'anger': 5, 'disgust': 2, 'neutral': 9, 'surprise': 2, 'fear': 2, 'sadness': 1}","{'neutral': 6, 'positive': 4, 'negative': 11}"
Ugz8xqx_fPAQ5LY1pvp4AaABAg,disgust,neutral,5,0,0,3,0.6,"{'surprise': 2, 'neutral': 1, 'fear': 1, 'anger': 1}","{'positive': 1, 'neutral': 3, 'negative': 1}"
UgzMudi23L9qSiIH9_V4AaABAg,disgust,neutral,2,0,0,0,0,{'neutral': 2},"{'negative': 1, 'positive': 1}"
UgwC01NwVkGfyFu_BvR4AaABAg,neutral,positive,9,5,0.555555556,3,0.333333333,"{'neutral': 5, 'disgust': 3, 'surprise': 1}","{'positive': 3, 'negative': 2, 'neutral': 4}"
UgwHq59tkKmJC7pfKy94AaABAg,neutral,positive,8,3,0.375,4,0.5,"{'anger': 1, 'neutral': 3, 'surprise': 2, 'disgust': 1, 'joy': 1}","{'positive': 4, 'neutral': 3, 'negative': 1}"
Ugy_zsQio1bdGh7FCPN4AaABAg,anger,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
Ugy1hVTwEOoCK5zWY5t4AaABAg,neutral,negative,88,47,0.534090909,37,0.420454545,"{'neutral': 47, 'surprise': 9, 'anger': 18, 'fear': 6, 'joy': 1, 'sadness': 3, 'disgust': 4}","{'neutral': 23, 'positive': 28, 'negative': 37}"
UgyL9Oa6hT7itsFmMt94AaABAg,disgust,negative,2,0,0,1,0.5,{'neutral': 2},"{'negative': 1, 'neutral': 1}"
Ugw7-8hq3qkWef42EmV4AaABAg,neutral,negative,3,3,1,2,0.666666667,{'neutral': 3},"{'neutral': 1, 'negative': 2}"
Ugz-f7La3MqKiVtUCp54AaABAg,neutral,neutral,3,0,0,0,0,{'disgust': 3},{'negative': 3}
UgzZaMNAzezpwK3qKFl4AaABAg,fear,positive,2,0,0,0,0,"{'neutral': 1, 'anger': 1}","{'neutral': 1, 'negative': 1}"
UgzTisO4wrXhqUAsHll4AaABAg,neutral,neutral,1,1,1,0,0,{'neutral': 1},{'negative': 1}
UgwIYoCg1YUhIFHTcKN4AaABAg,disgust,positive,5,0,0,3,0.6,"{'neutral': 1, 'surprise': 1, 'joy': 2, 'sadness': 1}","{'negative': 2, 'positive': 3}"
UgxPFe0Zzn36jIUrvJJ4AaABAg,neutral,positive,1,1,1,0,0,{'neutral': 1},{'negative': 1}
UgxaYTXWuzFpsUN-qTl4AaABAg,neutral,positive,2,1,0.5,0,0,"{'neutral': 1, 'disgust': 1}","{'neutral': 1, 'negative': 1}"
UgzVUW3aYPLiGDtER4h4AaABAg,neutral,positive,1,1,1,1,1,{'neutral': 1},{'positive': 1}
UgwpDYmNK2QxvRmj8I54AaABAg,neutral,negative,1,1,1,1,1,{'neutral': 1},{'negative': 1}
UgwIG5UlZ7JhpiCMh_94AaABAg,surprise,neutral,2,0,0,0,0,"{'neutral': 1, 'anger': 1}",{'negative': 2}
UgybnwFdXbEEQogE1h94AaABAg,neutral,positive,5,5,1,1,0.2,{'neutral': 5},"{'neutral': 4, 'positive': 1}"
Ugxi5HrOheMcCr-kPHB4AaABAg,disgust,neutral,6,1,0.166666667,1,0.166666667,"{'joy': 1, 'neutral': 3, 'anger': 1, 'disgust': 1}","{'positive': 3, 'negative': 2, 'neutral': 1}"
UgyNtQNNTWmHtw4hjXN4AaABAg,neutral,neutral,85,46,0.541176471,28,0.329411765,"{'neutral': 46, 'anger': 20, 'disgust': 4, 'fear': 2, 'sadness': 4, 'surprise': 9}","{'negative': 34, 'positive': 23, 'neutral': 28}"
UgzlTRwDv00UZ8Rm9Ap4AaABAg,neutral,negative,2,1,0.5,0,0,"{'neutral': 1, 'fear': 1}",{'neutral': 2}
UgyPJxAA-aebZXsoJ8J4AaABAg,neutral,negative,3,2,0.666666667,2,0.666666667,"{'disgust': 1, 'neutral': 2}","{'negative': 2, 'positive': 1}"
UgydjNfgO4OuuxC_yBd4AaABAg,neutral,positive,3,3,1,2,0.666666667,{'neutral': 3},"{'positive': 2, 'neutral': 1}"
Ugw4CYENekj82Z6Dwzx4AaABAg,disgust,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgxwuC1-FM-W0wTZ0Pp4AaABAg,disgust,positive,4,2,0.5,1,0.25,"{'disgust': 2, 'surprise': 2}","{'negative': 2, 'neutral': 1, 'positive': 1}"
UgyQ1ceEOMVYA5BJywt4AaABAg,fear,positive,16,0,0,3,0.1875,"{'neutral': 4, 'surprise': 7, 'disgust': 4, 'joy': 1}","{'neutral': 8, 'positive': 3, 'negative': 5}"
UgyA_v3ArMlqmuRSG3p4AaABAg,fear,negative,11,2,0.181818182,6,0.545454545,"{'neutral': 7, 'anger': 1, 'disgust': 1, 'fear': 2}","{'negative': 6, 'neutral': 3, 'positive': 2}"
UgyoomRm4Q1VqmI9aU94AaABAg,anger,negative,9,3,0.333333333,5,0.555555556,"{'anger': 3, 'sadness': 1, 'neutral': 2, 'disgust': 2, 'surprise': 1}","{'negative': 5, 'positive': 2, 'neutral': 2}"
UgxSSQl4mwxOp9cLtM54AaABAg,neutral,neutral,3,3,1,2,0.666666667,{'neutral': 3},"{'positive': 1, 'neutral': 2}"
Ugy1r-mMMBrlUILrED14AaABAg,neutral,neutral,1,1,1,0,0,{'neutral': 1},{'positive': 1}
UgxRxvdyHOfu1dwuLsh4AaABAg,neutral,neutral,2,1,0.5,1,0.5,"{'neutral': 1, 'disgust': 1}","{'neutral': 1, 'negative': 1}"
UgxrhHKnDEvWvozSzG54AaABAg,neutral,positive,1,1,1,0,0,{'neutral': 1},{'neutral': 1}
UgyqTd-6KMUQZGiT8op4AaABAg,anger,neutral,1,0,0,1,1,{'joy': 1},{'neutral': 1}
UgziY2ajlWMTVFQrzDt4AaABAg,neutral,positive,8,5,0.625,1,0.125,"{'neutral': 5, 'surprise': 2, 'disgust': 1}","{'neutral': 6, 'positive': 1, 'negative': 1}"
UgyeCFAqqKavNxAnN8x4AaABAg,neutral,neutral,3,1,0.333333333,1,0.333333333,"{'fear': 1, 'neutral': 1, 'joy': 1}","{'neutral': 1, 'positive': 2}"
Ugz1oLnFchsXEon2ITt4AaABAg,neutral,positive,1,0,0,0,0,{'disgust': 1},{'negative': 1}
Ugy_vrp_zupt6XYHhmp4AaABAg,surprise,neutral,1,0,0,0,0,{'neutral': 1},{'positive': 1}
Ugz_lXrUdS3OPkJdoKl4AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
UgzmAp0w0jhMK9iHQGx4AaABAg,sadness,negative,13,0,0,6,0.461538462,"{'anger': 5, 'neutral': 3, 'surprise': 2, 'disgust': 2, 'fear': 1}","{'negative': 6, 'neutral': 5, 'positive': 2}"
Ugxtqoi72S77KWIb2Dx4AaABAg,disgust,positive,1,0,0,0,0,{'anger': 1},{'negative': 1}
Ugx_QfG1E3GkdQhlpiN4AaABAg,neutral,negative,1,0,0,0,0,{'joy': 1},{'positive': 1}
UgzH6_aGZReYCIco5E14AaABAg,neutral,neutral,2,2,1,1,0.5,{'neutral': 2},"{'negative': 1, 'neutral': 1}"
UgxGO-SIDCAOth-7EAl4AaABAg,joy,positive,40,0,0,15,0.375,"{'neutral': 20, 'disgust': 4, 'fear': 7, 'anger': 7, 'surprise': 2}","{'positive': 15, 'negative': 17, 'neutral': 8}"
UgxJ7vvxUa3iA3nvVRl4AaABAg,fear,negative,3,0,0,0,0,"{'anger': 1, 'neutral': 1, 'surprise': 1}",{'neutral': 3}
Ugx_4LoztOKqbMoMIgB4AaABAg,anger,negative,11,6,0.545454545,7,0.636363636,"{'surprise': 2, 'fear': 1, 'anger': 6, 'neutral': 1, 'joy': 1}","{'neutral': 2, 'negative': 7, 'positive': 2}"
UgxgU5lNmoOU4xh_Gv14AaABAg,anger,neutral,1,0,0,0,0,{'joy': 1},{'positive': 1}
UgyoAAoI8hBUTc_-fBh4AaABAg,sadness,positive,3,1,0.333333333,0,0,"{'sadness': 1, 'neutral': 2}","{'negative': 1, 'neutral': 2}"
Ugz5HGvtMQfZOEnPebt4AaABAg,neutral,negative,3,2,0.666666667,2,0.666666667,"{'neutral': 2, 'joy': 1}","{'negative': 2, 'positive': 1}"
UgwXlXRzpHaEhIf0sZd4AaABAg,sadness,positive,1,0,0,0,0,{'neutral': 1},{'negative': 1}
Ugxi7hJcCkVJEyUTw7J4AaABAg,fear,positive,8,0,0,3,0.375,"{'surprise': 2, 'anger': 2, 'disgust': 1, 'sadness': 2, 'neutral': 1}","{'positive': 3, 'neutral': 3, 'negative': 2}"
Ugwc-dBEgb7sqphCBm94AaABAg,neutral,neutral,1,1,1,0,0,{'neutral': 1},{'negative': 1}
Ugxes0vr_xFW1muxL7h4AaABAg,surprise,neutral,6,0,0,4,0.666666667,"{'anger': 2, 'neutral': 4}","{'positive': 1, 'neutral': 4, 'negative': 1}"
Ugw0zqp_uKwaDst-Azl4AaABAg,neutral,neutral,1,0,0,0,0,{'surprise': 1},{'negative': 1}
UgzmO41PplD7fKEyuJx4AaABAg,anger,positive,12,1,0.083333333,5,0.416666667,"{'disgust': 5, 'neutral': 5, 'surprise': 1, 'anger': 1}","{'positive': 5, 'negative': 4, 'neutral': 3}"
UgzBRlyNEQWJJd5dVvp4AaABAg,disgust,neutral,3,1,0.333333333,3,1,"{'disgust': 1, 'joy': 1, 'neutral': 1}",{'neutral': 3}
UgyMemy3uXpcoTbqlEt4AaABAg,joy,positive,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgzAb98hutPKKTCoWuB4AaABAg,neutral,neutral,2,2,1,2,1,{'neutral': 2},{'neutral': 2}
UgzeVt1TXsVZRTW9cY14AaABAg,anger,negative,24,4,0.166666667,8,0.333333333,"{'disgust': 3, 'neutral': 12, 'anger': 4, 'surprise': 3, 'sadness': 1, 'joy': 1}","{'negative': 8, 'positive': 12, 'neutral': 4}"
UgwCvfUihkHlA98Y7JN4AaABAg,sadness,positive,9,1,0.111111111,0,0,"{'fear': 1, 'neutral': 2, 'anger': 3, 'disgust': 2, 'sadness': 1}","{'negative': 8, 'neutral': 1}"
UgxyQ6ZZslt5EbSvOP54AaABAg,disgust,negative,1,0,0,0,0,{'anger': 1},{'neutral': 1}
Ugw_8lLfsjZwkzViq9d4AaABAg,anger,negative,1,1,1,0,0,{'anger': 1},{'positive': 1}
UgwgA4QZLGg-FT1guJ54AaABAg,sadness,positive,4,0,0,0,0,"{'neutral': 2, 'disgust': 2}","{'negative': 3, 'neutral': 1}"
UgwLO434iOeRpDzKo6h4AaABAg,neutral,negative,1,1,1,0,0,{'neutral': 1},{'neutral': 1}
Ugy3Y8fWhepsL4WmH4l4AaABAg,disgust,negative,2,1,0.5,1,0.5,"{'disgust': 1, 'neutral': 1}","{'negative': 1, 'positive': 1}"
Ugws8qtB1cZVQM8W47N4AaABAg,fear,negative,1,0,0,1,1,{'anger': 1},{'negative': 1}
Ugz-VVbQcpPVmhQUPG94AaABAg,neutral,positive,1,0,0,0,0,{'disgust': 1},{'negative': 1}
Ugyn3l8MAt3kQAduna14AaABAg,neutral,negative,2,0,0,0,0,{'anger': 2},{'neutral': 2}
Ugxlwhw9U13wlFIBx5N4AaABAg,neutral,neutral,2,1,0.5,0,0,"{'fear': 1, 'neutral': 1}","{'negative': 1, 'positive': 1}"
UgwmOxgB9KLdotki6y54AaABAg,surprise,positive,2,0,0,1,0.5,"{'anger': 1, 'neutral': 1}","{'negative': 1, 'positive': 1}"
Ugw3NQJXcq4NHd8uuYx4AaABAg,neutral,negative,1,0,0,1,1,{'fear': 1},{'negative': 1}
UgykZON53jBd_dqCzXh4AaABAg,disgust,positive,26,4,0.153846154,9,0.346153846,"{'surprise': 5, 'neutral': 12, 'disgust': 4, 'anger': 4, 'fear': 1}","{'neutral': 8, 'positive': 9, 'negative': 9}"
UgwrHvHH1nZtF7GWu_14AaABAg,neutral,neutral,1,0,0,0,0,{'anger': 1},{'negative': 1}
UgzWHWUkokgsw7qS9IJ4AaABAg,neutral,neutral,1,0,0,1,1,{'surprise': 1},{'neutral': 1}
UgxJJsNtJKizmIoWLYd4AaABAg,disgust,negative,8,1,0.125,3,0.375,"{'disgust': 1, 'neutral': 4, 'anger': 1, 'surprise': 1, 'fear': 1}","{'negative': 3, 'neutral': 3, 'positive': 2}"
Ugwait91_1u7QuFB_y94AaABAg,neutral,neutral,2,1,0.5,0,0,"{'neutral': 1, 'fear': 1}","{'positive': 1, 'negative': 1}"
UgxBSV-cN9Zp-f0lhr94AaABAg,neutral,positive,3,2,0.666666667,2,0.666666667,"{'neutral': 2, 'disgust': 1}","{'positive': 2, 'negative': 1}"
UgyeHB_cCW8YeWrQ_xF4AaABAg,joy,positive,17,1,0.058823529,6,0.352941176,"{'neutral': 6, 'anger': 3, 'joy': 1, 'fear': 1, 'disgust': 5, 'surprise': 1}","{'positive': 6, 'negative': 8, 'neutral': 3}"
UgwHB4Wjuq_ywUaWtrF4AaABAg,disgust,negative,4,0,0,2,0.5,"{'neutral': 3, 'surprise': 1}","{'negative': 2, 'neutral': 2}"
UgyhMbyDAi0uW7Re7GR4AaABAg,fear,positive,2,0,0,1,0.5,{'neutral': 2},"{'negative': 1, 'positive': 1}"
Ugza229avSka__v-AQl4AaABAg,fear,neutral,4,1,0.25,3,0.75,"{'neutral': 3, 'fear': 1}","{'neutral': 3, 'negative': 1}"
Ugx6khIPgdxpzffHVFh4AaABAg,anger,positive,1,0,0,1,1,{'neutral': 1},{'positive': 1}
Ugwj_7IgWySAilt1uLJ4AaABAg,neutral,neutral,6,4,0.666666667,4,0.666666667,"{'neutral': 4, 'disgust': 2}","{'neutral': 4, 'positive': 1, 'negative': 1}"
Ugx0S5ahOXRtCgGlDzR4AaABAg,surprise,positive,2,0,0,0,0,{'anger': 2},{'negative': 2}
UgzVvXu-FWOoUPVQDdB4AaABAg,neutral,negative,1,0,0,0,0,{'disgust': 1},{'neutral': 1}
Ugy1IoJYdbHX2yjZe814AaABAg,fear,neutral,1,0,0,1,1,{'neutral': 1},{'neutral': 1}
UgxFGIcrPw-lGl_UvhJ4AaABAg,neutral,positive,3,2,0.666666667,2,0.666666667,"{'neutral': 2, 'fear': 1}","{'positive': 2, 'negative': 1}"
UgwW2fmDV-fLM5vmZPF4AaABAg,anger,neutral,1,1,1,0,0,{'anger': 1},{'negative': 1}
UgwnEJW9JUhXvzC9a294AaABAg,disgust,negative,2,0,0,1,0.5,"{'neutral': 1, 'anger': 1}","{'positive': 1, 'negative': 1}"
UgwjQ37D5X2Et3mrkIp4AaABAg,neutral,neutral,35,17,0.485714286,16,0.457142857,"{'neutral': 17, 'surprise': 2, 'anger': 5, 'disgust': 7, 'sadness': 2, 'fear': 2}","{'neutral': 16, 'negative': 10, 'positive': 9}"
UgzXt9Y9LWg5aFJ6uIx4AaABAg,neutral,neutral,7,2,0.285714286,3,0.428571429,"{'anger': 3, 'neutral': 2, 'disgust': 2}","{'positive': 2, 'negative': 2, 'neutral': 3}"
Ugym7G6XHh-Clt3Kaap4AaABAg,disgust,negative,3,1,0.333333333,2,0.666666667,"{'anger': 1, 'disgust': 1, 'neutral': 1}","{'negative': 2, 'neutral': 1}"
UgyOJZ-OcG-iOoXMqA94AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
Ugw4GUw4vV2x_vLb-Y14AaABAg,neutral,neutral,1,1,1,0,0,{'neutral': 1},{'negative': 1}
UgzpTb3gxU6TQ1ziFyh4AaABAg,disgust,neutral,27,2,0.074074074,8,0.296296296,"{'neutral': 16, 'anger': 5, 'surprise': 1, 'fear': 1, 'sadness': 1, 'disgust': 2, 'joy': 1}","{'negative': 14, 'neutral': 8, 'positive': 5}"
Ugy86rqyOZW0nXwFTJd4AaABAg,anger,negative,16,2,0.125,5,0.3125,"{'disgust': 3, 'neutral': 8, 'fear': 1, 'anger': 2, 'surprise': 1, 'sadness': 1}","{'negative': 5, 'positive': 6, 'neutral': 5}"
Ugxl5M7i-cVE9PeNoJx4AaABAg,neutral,positive,3,1,0.333333333,2,0.666666667,"{'neutral': 1, 'fear': 1, 'surprise': 1}","{'positive': 2, 'negative': 1}"
Ugx4Q6a9ZOJFwGMncu54AaABAg,anger,negative,34,8,0.235294118,10,0.294117647,"{'fear': 4, 'neutral': 13, 'sadness': 1, 'anger': 8, 'surprise': 6, 'disgust': 1, 'joy': 1}","{'neutral': 11, 'positive': 13, 'negative': 10}"
UgxsUQ_E-ko_5KJ7THJ4AaABAg,surprise,positive,7,1,0.142857143,2,0.285714286,"{'neutral': 6, 'surprise': 1}","{'negative': 1, 'positive': 2, 'neutral': 4}"
Ugwp4ZhSlJig3DPHq614AaABAg,neutral,negative,2,1,0.5,1,0.5,"{'neutral': 1, 'surprise': 1}","{'neutral': 1, 'negative': 1}"
Ugz54Ji4-oqWeLbTWg94AaABAg,fear,neutral,2,1,0.5,1,0.5,"{'neutral': 1, 'fear': 1}","{'positive': 1, 'neutral': 1}"
Ugz0tfkiSQrsKbo3Xo54AaABAg,neutral,positive,3,0,0,1,0.333333333,"{'disgust': 2, 'joy': 1}","{'negative': 2, 'positive': 1}"
Ugxnq1O6-Hz4cYuJ8lJ4AaABAg,neutral,neutral,27,15,0.555555556,12,0.444444444,"{'disgust': 2, 'neutral': 15, 'joy': 2, 'anger': 5, 'surprise': 3}","{'neutral': 12, 'positive': 6, 'negative': 9}"
UgzfeonkHhkVYLUgr3d4AaABAg,surprise,neutral,5,0,0,2,0.4,"{'neutral': 2, 'anger': 2, 'disgust': 1}","{'neutral': 2, 'negative': 3}"
UgwhXUwgfrbw63TfpfZ4AaABAg,anger,neutral,24,11,0.458333333,11,0.458333333,"{'anger': 11, 'neutral': 5, 'sadness': 1, 'disgust': 6, 'surprise': 1}","{'neutral': 11, 'negative': 11, 'positive': 2}"
Ugy9VFdeFCkUzt8Pc2h4AaABAg,neutral,neutral,5,2,0.4,2,0.4,"{'neutral': 2, 'disgust': 2, 'surprise': 1}","{'positive': 1, 'negative': 2, 'neutral': 2}"
UgxFB3Kdkyw912uPwyd4AaABAg,disgust,negative,68,10,0.147058824,33,0.485294118,"{'anger': 23, 'disgust': 10, 'joy': 4, 'fear': 4, 'surprise': 5, 'neutral': 18, 'sadness': 4}","{'negative': 33, 'positive': 22, 'neutral': 13}"
UgxTCn0daHLRfsAfaaR4AaABAg,disgust,negative,12,1,0.083333333,4,0.333333333,"{'neutral': 5, 'anger': 3, 'fear': 1, 'disgust': 1, 'surprise': 2}","{'negative': 4, 'neutral': 4, 'positive': 4}"
Ugys6BlvVn5IWdwAV3x4AaABAg,neutral,negative,6,5,0.833333333,2,0.333333333,"{'anger': 1, 'neutral': 5}","{'negative': 2, 'neutral': 3, 'positive': 1}"
UgzUcQgjJQrOxyYLnal4AaABAg,disgust,negative,1,0,0,1,1,{'anger': 1},{'negative': 1}
UgzIZnwThmnwkROubrJ4AaABAg,disgust,neutral,11,1,0.090909091,4,0.363636364,"{'neutral': 9, 'disgust': 1, 'anger': 1}","{'positive': 3, 'negative': 4, 'neutral': 4}"
UgwX5RkDClxNWY2GTut4AaABAg,fear,positive,1,0,0,0,0,{'surprise': 1},{'negative': 1}
UgzPB6M6IQWz7wBAJ2F4AaABAg,surprise,neutral,4,1,0.25,1,0.25,"{'disgust': 2, 'surprise': 1, 'neutral': 1}","{'positive': 3, 'neutral': 1}"
UgyrJoTre9eN8W_bR6t4AaABAg,fear,negative,2,0,0,0,0,{'neutral': 2},{'neutral': 2}
Ugwvtm0Ky_kK2qwav3p4AaABAg,disgust,positive,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
Ugwl9WdPGFfkZMCukgR4AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
Ugzxhscl7mfki8HlSv54AaABAg,neutral,neutral,2,2,1,2,1,{'neutral': 2},{'neutral': 2}
UgxU8A5pTlkh2qHB3YN4AaABAg,joy,negative,1,0,0,0,0,{'neutral': 1},{'positive': 1}
Ugw4AHqI7ugCa0XZqvt4AaABAg,surprise,positive,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgxQO7W6YeGFRISpSvx4AaABAg,fear,negative,1,1,1,0,0,{'fear': 1},{'positive': 1}
UgwxEJsiSIhqDYfnfbh4AaABAg,disgust,positive,1,0,0,1,1,{'neutral': 1},{'positive': 1}
Ugwc1qZK4Dhwp59N4n54AaABAg,neutral,positive,3,3,1,1,0.333333333,{'neutral': 3},"{'negative': 1, 'neutral': 1, 'positive': 1}"
UgxWujy5AQL-9-YRj854AaABAg,joy,positive,1,0,0,0,0,{'disgust': 1},{'neutral': 1}
Ugw4m0Frdz3_wjcWaZJ4AaABAg,neutral,neutral,1,1,1,0,0,{'neutral': 1},{'positive': 1}
UgwiIxb0aMTqsZJZv8B4AaABAg,neutral,positive,1,1,1,0,0,{'neutral': 1},{'neutral': 1}
UgyO34ox0dOpHVtU5UF4AaABAg,anger,neutral,2,0,0,1,0.5,{'neutral': 2},"{'neutral': 1, 'positive': 1}"
UgzYxxAQJC6r__9C2UF4AaABAg,neutral,positive,1,1,1,1,1,{'neutral': 1},{'positive': 1}
UgwaDC5fqRC4FvFtoI94AaABAg,disgust,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgxCil9SJjYrVAbKtyh4AaABAg,disgust,negative,1,0,0,1,1,{'sadness': 1},{'negative': 1}
UgyIzQk8XOGQ0GFDdfV4AaABAg,disgust,positive,1,1,1,1,1,{'disgust': 1},{'positive': 1}
UgyDRzRTGVFEJAn5MLZ4AaABAg,disgust,neutral,1,0,0,0,0,{'joy': 1},{'positive': 1}
UgzdG7FEvzLY8xT4bh94AaABAg,neutral,positive,2,0,0,1,0.5,{'sadness': 2},"{'negative': 1, 'positive': 1}"
UgyD0z6unUdfx9idtxF4AaABAg,sadness,negative,2,0,0,0,0,"{'neutral': 1, 'joy': 1}","{'neutral': 1, 'positive': 1}"
UgzBEk2hr_OjjktuMQ94AaABAg,disgust,positive,1,0,0,0,0,{'anger': 1},{'negative': 1}
UgyzXUZqwqbdjrIjg_t4AaABAg,sadness,negative,7,1,0.142857143,1,0.142857143,"{'disgust': 1, 'joy': 2, 'neutral': 3, 'sadness': 1}","{'positive': 6, 'negative': 1}"
UgytjYyffFErCMhr7xR4AaABAg,fear,negative,1,1,1,0,0,{'fear': 1},{'neutral': 1}
UgxAGaat1E7y_qUP_-t4AaABAg,joy,positive,2,0,0,1,0.5,{'neutral': 2},"{'positive': 1, 'negative': 1}"
Ugys7TYn8TkIBzCYn2p4AaABAg,neutral,negative,1,0,0,1,1,{'disgust': 1},{'negative': 1}
UgzSAsWkOyFGW5D5EjF4AaABAg,disgust,positive,4,1,0.25,1,0.25,"{'anger': 1, 'disgust': 1, 'joy': 1, 'neutral': 1}","{'negative': 2, 'positive': 1, 'neutral': 1}"
UgzR35n95BDcj6KwNkV4AaABAg,disgust,negative,2,1,0.5,1,0.5,"{'joy': 1, 'disgust': 1}","{'positive': 1, 'negative': 1}"
UgyyiEdzIaVppnjbj_14AaABAg,neutral,neutral,2,1,0.5,1,0.5,"{'neutral': 1, 'disgust': 1}","{'neutral': 1, 'negative': 1}"
UgwIgnFvYVsUTmjyBV54AaABAg,sadness,positive,2,0,0,0,0,"{'fear': 1, 'neutral': 1}","{'negative': 1, 'neutral': 1}"
UgxgrrszBUw4egjFGrt4AaABAg,surprise,neutral,1,0,0,1,1,{'neutral': 1},{'neutral': 1}
UgyMmdOXy8DEslN95wh4AaABAg,surprise,positive,1,1,1,0,0,{'surprise': 1},{'neutral': 1}
Ugx5JKZHIFFS_3l0UnJ4AaABAg,anger,positive,2,0,0,1,0.5,{'neutral': 2},"{'positive': 1, 'neutral': 1}"
Ugwc75I9fZTdlTfa_a54AaABAg,fear,positive,1,0,0,0,0,{'disgust': 1},{'negative': 1}
UgxxuLi2zV0byCKjeSR4AaABAg,neutral,negative,1,0,0,1,1,{'disgust': 1},{'negative': 1}
UgyG4ESYIqvXKgvB_MN4AaABAg,anger,positive,1,1,1,0,0,{'anger': 1},{'negative': 1}
Ugw6xvBYlie5EXCREjJ4AaABAg,anger,neutral,1,0,0,1,1,{'neutral': 1},{'neutral': 1}
Ugw-uzxWKKGfNtP4Adl4AaABAg,disgust,negative,1,1,1,0,0,{'disgust': 1},{'positive': 1}
UgzopyPWdQSLRAzj4gh4AaABAg,disgust,positive,1,0,0,1,1,{'joy': 1},{'positive': 1}
UgyCrZZiVaihLa232sV4AaABAg,anger,positive,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgxQSinKPj23YUadc6t4AaABAg,neutral,neutral,1,0,0,1,1,{'disgust': 1},{'neutral': 1}
UgwUoOTSd-B47HNPTNt4AaABAg,joy,positive,2,0,0,0,0,"{'surprise': 1, 'neutral': 1}",{'neutral': 2}
Ugz11DvtJm4VcSi0fX54AaABAg,neutral,positive,2,0,0,2,1,"{'surprise': 1, 'sadness': 1}",{'positive': 2}
Ugxo3i9lE-u3FufHgF14AaABAg,neutral,neutral,2,1,0.5,1,0.5,"{'joy': 1, 'neutral': 1}","{'neutral': 1, 'positive': 1}"
Ugzv-4l025JHPzTtw314AaABAg,neutral,neutral,1,1,1,1,1,{'neutral': 1},{'neutral': 1}
UgwsZClLMS55UVepcsR4AaABAg,sadness,positive,1,0,0,0,0,{'disgust': 1},{'negative': 1}
UgwKc1MgQ5ilrZG-y7Z4AaABAg,disgust,positive,1,0,0,0,0,{'anger': 1},{'negative': 1}
UgxfihD9hu1FtdE9Pdh4AaABAg,anger,negative,40,8,0.2,14,0.35,"{'anger': 8, 'disgust': 5, 'neutral': 17, 'surprise': 3, 'fear': 2, 'joy': 4, 'sadness': 1}","{'negative': 14, 'neutral': 8, 'positive': 18}"
Ugy__smok3JxUXJEnxx4AaABAg,disgust,positive,1,0,0,0,0,{'surprise': 1},{'negative': 1}
UgxvCZn14v6F0fykgm14AaABAg,surprise,neutral,1,0,0,0,0,{'sadness': 1},{'negative': 1}
UgyCcZQjhE8Szgi08KV4AaABAg,neutral,positive,1,0,0,1,1,{'sadness': 1},{'positive': 1}
UgyExleoxUumjwbF4CJ4AaABAg,joy,neutral,2,0,0,0,0,"{'fear': 1, 'anger': 1}","{'negative': 1, 'positive': 1}"
UgxcVaOu6dKoQ0hRMAR4AaABAg,anger,negative,1,0,0,0,0,{'neutral': 1},{'positive': 1}
UgydpVH6qqg1YBjbBCt4AaABAg,neutral,neutral,1,0,0,0,0,{'sadness': 1},{'negative': 1}
UgziHbiieDAmaTTDzH14AaABAg,disgust,negative,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
UgyYYr5bTPrHX10RWsJ4AaABAg,disgust,positive,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
Ugwce1YGgGDIbzxUL514AaABAg,anger,positive,1,0,0,0,0,{'neutral': 1},{'neutral': 1}
Ugz07yURaugP3cE9vHZ4AaABAg,anger,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
Ugw56HuRxLfaPVkG7uV4AaABAg,anger,neutral,1,1,1,1,1,{'anger': 1},{'neutral': 1}
UgxY8G7kIewzIzDLnlx4AaABAg,anger,negative,1,0,0,1,1,{'neutral': 1},{'negative': 1}
